"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"OBCI","Ocean Bio-Chem, Inc.","2.05","$18.41M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/obci",
"OPTT","Ocean Power Technologies, Inc.","1.49","$2.73M","2007","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/optt",
"ORIG","Ocean Rig UDW Inc.","0.7847","$108.81M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/orig",
"OSHC","Ocean Shore Holding Co.","17.17","$109.95M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/oshc",
"OCFC","OceanFirst Financial Corp.","17.24","$297.91M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ocfc",
"OCRX","Ocera Therapeutics, Inc.","3.17","$65M","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ocrx",
"OCLR","Oclaro, Inc.","4.995","$554.67M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/oclr",
"OFED","Oconee Federal Financial Corp.","20.33","$119.55M","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ofed",
"OCUL","Ocular Therapeutix, Inc.","8.83","$218.4M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ocul",
"OCLS","Oculus Innovative Sciences, Inc.","0.97","$16.99M","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ocls",
"OCLSW","Oculus Innovative Sciences, Inc.","0.2601","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/oclsw",
"OMEX","Odyssey Marine Exploration, Inc.","3.1399","$163164.9","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/omex",
"ODP","Office Depot, Inc.","5.18","$2.84B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/odp",
"OFS","OFS Capital Corporation","11.37","$110.18M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofs",
"OHAI","OHA Investment Corporation","3.19","$64.35M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ohai",
"OVBC","Ohio Valley Banc Corp.","22.51","$92.69M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ovbc",
"OHRP","Ohr Pharmaceuticals, Inc.","3.7","$116.41M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ohrp",
"ODFL","Old Dominion Freight Line, Inc.","66.74","$5.65B","1991","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/odfl",
"OLBK","Old Line Bancshares, Inc.","18.11","$190.78M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/olbk",
"ONB","Old National Bancorp","11.62","$1.33B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/onb",
"OPOF","Old Point Financial Corporation","18.75","$92.98M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/opof",
"OSBC","Old Second Bancorp, Inc.","7.13","$210.22M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/osbc",
"OSBCP","Old Second Bancorp, Inc.","10.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/osbcp",
"OLLI","Ollie&#39;s Bargain Outlet Holdings, Inc.","20.41","$1.19B","2015","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/olli",
"ZEUS","Olympic Steel, Inc.","12.51","$137.05M","1994","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/zeus",
"OFLX","Omega Flex, Inc.","32.54","$328.39M","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/oflx",
"OMER","Omeros Corporation","11.19","$424.88M","2009","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/omer",
"OMCL","Omnicell, Inc.","27.56","$976.4M","2001","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/omcl",
"ON","ON Semiconductor Corporation","8.82","$3.63B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/on",
"OTIV","On Track Innovations Ltd","0.71","$28.99M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/otiv",
"OGXI","OncoGenex Pharmaceuticals Inc.","0.644","$19.19M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/ogxi",
"OMED","OncoMed Pharmaceuticals, Inc.","10.59","$318.85M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/omed",
"ONTX","Onconova Therapeutics, Inc.","0.4652","$11.57M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ontx",
"ONCS","OncoSec Medical Incorporated","1.77","$30.04M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/oncs",
"ONTY","Oncothyreon Inc.","1.07","$101.57M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/onty",
"OHGI","One Horizon Group, Inc.","1.01","$35.4M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ohgi",
"ONVI","Onvia, Inc.","3.69","$27.56M","2000","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/onvi",
"OTEX","Open Text Corporation","50.55","$6.12B","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/otex",
"OPXA","Opexa Therapeutics, Inc.","2.29","$15.72M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/opxa",
"OPXAW","Opexa Therapeutics, Inc.","0.0636","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/opxaw",
"OPGN","OpGen, Inc.","1.58","$19.81M","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/opgn",
"OPGNW","OpGen, Inc.","0.2675","n/a","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/opgnw",
"OPHT","Ophthotech Corporation","49.24","$1.72B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/opht",
"OBAS","Optibase Ltd.","6.7501","$34.99M","1999","Finance","Real Estate","http://www.nasdaq.com/symbol/obas",
"OCC","Optical Cable Corporation","2.24","$15.81M","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/occ",
"OPHC","OptimumBank Holdings, Inc.","4.15","$398146.85","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ophc",
"OPB","Opus Bank","33.91","$952.9M","2014","n/a","n/a","http://www.nasdaq.com/symbol/opb",
"ORMP","Oramed Pharmaceuticals Inc.","6.81","$89.18M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ormp",
"OSUR","OraSure Technologies, Inc.","6.765","$382.1M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/osur",
"ORBC","ORBCOMM Inc.","8.71","$614.72M","2006","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/orbc",
"ORBK","Orbotech Ltd.","23.26","$988.28M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/orbk",
"ORLY","O&#39;Reilly Automotive, Inc.","269.55","$26.2B","1993","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/orly",
"OREX","Orexigen Therapeutics, Inc.","0.71","$103.27M","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/orex",
"SEED","Origin Agritech Limited","1.1932","$27.22M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/seed",
"OESX","Orion Energy Systems, Inc.","1.37","$38.02M","2015","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/oesx",
"ORIT","Oritani Financial Corp.","17.01","$755.28M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/orit",
"ORRF","Orrstown Financial Services Inc","17.5","$144.85M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/orrf",
"OFIX","Orthofix International N.V.","40.9","$772.59M","1992","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ofix",
"OSIS","OSI Systems, Inc.","61.34","$1.21B","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/osis",
"OSIR","Osiris Therapeutics, Inc.","7.54","$259.77M","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/osir",
"OSN","Ossen Innovation Co., Ltd.","0.86","$17.06M","2010","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/osn",
"OTEL","Otelco Inc.","4.5","$14.58M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/otel",
"OTG","OTG EXP, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/otg",
"OTIC","Otonomy, Inc.","14.72","$356.79M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/otic",
"OTTR","Otter Tail Corporation","27.04","$1.02B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ottr",
"OUTR","Outerwall Inc.","32.78","$544.61M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/outr",
"OVAS","Ovascience Inc.","7","$190.95M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ovas",
"OSTK","Overstock.com, Inc.","14.78","$372.96M","2002","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/ostk",
"OXBR","Oxbridge Re Holdings Limited","5.03","$30.48M","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/oxbr",
"OXBRW","Oxbridge Re Holdings Limited","0.6801","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/oxbrw",
"OXFD","Oxford Immunotec Global PLC","9.88","$222.68M","2013","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/oxfd",
"OXLC","Oxford Lane Capital Corp.","8.29","$147.9M","2011","n/a","n/a","http://www.nasdaq.com/symbol/oxlc",
"OXLCN","Oxford Lane Capital Corp.","24.69","$27.65M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oxlcn",
"OXLCO","Oxford Lane Capital Corp.","24.625","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oxlco",
"OXGN","OXiGENE, Inc.","0.6","$15.93M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/oxgn",
"PFIN","P & F Industries, Inc.","10.63","$38.45M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pfin",
"PTSI","P.A.M. Transportation Services, Inc.","28.96","$206.04M","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/ptsi",
"PCAR","PACCAR Inc.","52.27","$18.37B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/pcar",
"PACE","Pace Holdings Corp.","9.625","$541.41M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/pace",
"PACEU","Pace Holdings Corp.","9.76","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/paceu",
"PACEW","Pace Holdings Corp.","0.39","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/pacew",
"PACB","Pacific Biosciences of California, Inc.","8.81","$678.73M","2010","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/pacb",
"PCBK","Pacific Continental Corporation (Ore)","15.55","$304.67M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pcbk",
"PEIX","Pacific Ethanol, Inc.","4.13","$175.6M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/peix",
"PMBC","Pacific Mercantile Bancorp","6.99","$159.44M","2000","Finance","Major Banks","http://www.nasdaq.com/symbol/pmbc",
"PPBI","Pacific Premier Bancorp Inc","20.91","$449.79M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ppbi",
"PAAC","Pacific Special Acquisition Corp.","9.98","$77.04M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/paac",
"PAACR","Pacific Special Acquisition Corp.","0.1251","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/paacr",
"PAACU","Pacific Special Acquisition Corp.","10.02","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/paacu",
"PAACW","Pacific Special Acquisition Corp.","0.09","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/paacw",
"PSUN","Pacific Sunwear of California, Inc.","0.1914","$13.42M","1999","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/psun",
"PCRX","Pacira Pharmaceuticals, Inc.","54.57","$2.02B","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pcrx",
"PACW","PacWest Bancorp","34.43","$4.14B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pacw",
"PTIE","Pain Therapeutics","2.01","$91.97M","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptie",
"PAAS","Pan American Silver Corp.","9.65","$1.47B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/paas",
"PNRA","Panera Bread Company","210.65","$5.14B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/pnra",
"PANL","Pangaea Logistics Solutions Ltd.","2.16","$77.62M","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/panl",
"PZZA","Papa John&#39;S International, Inc.","58.19","$2.2B","1993","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/pzza",
"FRSH","Papa Murphy&#39;s Holdings, Inc.","10.82","$183.4M","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/frsh",
"PRGN","Paragon Shipping Inc.","3.49","$2.31M","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/prgn",
"PRGNL","Paragon Shipping Inc.","3.75","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/prgnl",
"PRTK","Paratek Pharmaceuticals, Inc. ","16.1","$283.5M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prtk",
"PRXL","PAREXEL International Corporation","61","$3.28B","1995","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/prxl",
"PCYG","Park City Group, Inc.","9.52","$182.79M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/pcyg",
"PSTB","Park Sterling Corporation","6.35","$284.87M","2010","Finance","Major Banks","http://www.nasdaq.com/symbol/pstb",
"PKBK","Parke Bancorp, Inc.","12.75","$78.61M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pkbk",
"PRKR","ParkerVision, Inc.","0.22","$21.75M","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/prkr",
"PKOH","Park-Ohio Holdings Corp.","31.83","$402.76M","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/pkoh",
"PARN","Parnell Pharmaceuticals Holdings Ltd","2.84","$37.73M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/parn",
"PTNR","Partner Communications Company Ltd.","4.74","$739.85M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ptnr",
"PBHC","Pathfinder Bancorp, Inc.","12.038","$52.39M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pbhc",
"PATK","Patrick Industries, Inc.","43.82","$681.55M","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/patk",
"PNBK","Patriot National Bancorp Inc.","13.25","$52.5M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pnbk",
"PATI","Patriot Transportation Holding, Inc.","21.28","$69.65M","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/pati",
"PEGI","Pattern Energy Group Inc.","18.33","$1.37B","2013","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/pegi",
"PDCO","Patterson Companies, Inc.","43.78","$4.35B","1992","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/pdco",
"PTEN","Patterson-UTI Energy, Inc.","16.26","$2.39B","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pten",
"PAYX","Paychex, Inc.","52.21","$18.85B","1983","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/payx",
"PCTY","Paylocity Holding Corporation","30.04","$1.53B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/pcty",
"PYDS","Payment Data Systems, Inc.","2.11","$26.11M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/pyds",
"PYPL","PayPal Holdings, Inc.","39.16","$47.88B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pypl",
"PBBI","PB Bancorp, Inc.","8.59","$67.69M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/pbbi",
"PCCC","PC Connection, Inc.","24.63","$651.33M","1998","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/pccc",
"PCMI","PCM, Inc.","8.32","$98.93M","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/pcmi",
"PCTI","PC-Tel, Inc.","5.67","$99.89M","1999","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/pcti",
"PDCE","PDC Energy, Inc.","51.88","$2.09B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pdce",
"PDFS","PDF Solutions, Inc.","11.81","$371.2M","2001","Technology","EDP Services","http://www.nasdaq.com/symbol/pdfs",
"PDLI","PDL BioPharma, Inc.","3.11","$510.93M","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/pdli",
"PDVW","pdvWireless, Inc.","28.17","$402.6M","2015","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/pdvw",
"SKIS","Peak Resorts, Inc.","3.59","$50.2M","2014","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/skis",
"PGC","Peapack-Gladstone Financial Corporation","17.02","$269.07M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/pgc",
"PEGA","Pegasystems Inc.","25.5","$1.94B","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/pega",
"PCO","Pendrell Corporation","0.5848","$156.71M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/pco",
"PENN","Penn National Gaming, Inc.","14.02","$1.12B","1994","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/penn",
